id,hostname,planet_letter,planet_name,discovery_method,orbital_period,planet_jupiter_mass
3448,Kepler-842,b,Kepler-842 b,Transit,1.21956827,
3449,Kepler-843,b,Kepler-843 b,Transit,2.05387982,
3450,Kepler-844,b,Kepler-844 b,Transit,2.61302086,
3451,Kepler-845,b,Kepler-845 b,Transit,0.92785982,
3452,Kepler-846,b,Kepler-846 b,Transit,19.80792185,
3453,Kepler-847,b,Kepler-847 b,Transit,2.3432319,
3454,Kepler-848,b,Kepler-848 b,Transit,6.91134416,
3455,Kepler-849,b,Kepler-849 b,Transit,394.6244904,
3456,Kepler-85,b,Kepler-85 b,Transit,8.306,
3457,Kepler-85,c,Kepler-85 c,Transit,12.513,
3458,Kepler-85,d,Kepler-85 d,Transit,17.91323,
3459,Kepler-85,e,Kepler-85 e,Transit,25.216751,
3460,Kepler-850,b,Kepler-850 b,Transit,7.19303878,
3461,Kepler-851,b,Kepler-851 b,Transit,8.50699658,
3462,Kepler-852,b,Kepler-852 b,Transit,44.9309804,
3463,Kepler-853,b,Kepler-853 b,Transit,7.16892463,
3464,Kepler-854,b,Kepler-854 b,Transit,2.14463285,
3465,Kepler-855,b,Kepler-855 b,Transit,7.8866311,
3466,Kepler-856,b,Kepler-856 b,Transit,8.02768059,
3467,Kepler-857,b,Kepler-857 b,Transit,85.35129427,
3468,Kepler-858,b,Kepler-858 b,Transit,76.13602028,
3469,Kepler-859,b,Kepler-859 b,Transit,20.38177573,
3470,Kepler-860,b,Kepler-860 b,Transit,5.10137945,
3471,Kepler-861,b,Kepler-861 b,Transit,3.94963138,
3472,Kepler-862,b,Kepler-862 b,Transit,3.14866453,
3473,Kepler-863,b,Kepler-863 b,Transit,15.59461874,
3474,Kepler-864,b,Kepler-864 b,Transit,5.83376092,
3475,Kepler-865,b,Kepler-865 b,Transit,14.16399294,
3476,Kepler-866,b,Kepler-866 b,Transit,2.61703254,
3477,Kepler-867,b,Kepler-867 b,Transit,150.242127,
3478,Kepler-868,b,Kepler-868 b,Transit,5.03251791,
3479,Kepler-869,b,Kepler-869 b,Transit,40.4287755,
3480,Kepler-87,b,Kepler-87 b,Transit,114.73635,1.02
3481,Kepler-87,c,Kepler-87 c,Transit,191.2318,0.02
3482,Kepler-870,b,Kepler-870 b,Transit,21.3587621,
3483,Kepler-871,b,Kepler-871 b,Transit,22.0459018,
3484,Kepler-872,b,Kepler-872 b,Transit,2.57885507,
3485,Kepler-873,b,Kepler-873 b,Transit,20.5533844,
3486,Kepler-874,b,Kepler-874 b,Transit,40.0686727,
3487,Kepler-875,b,Kepler-875 b,Transit,27.5073799,
3488,Kepler-876,b,Kepler-876 b,Transit,5.14438011,
3489,Kepler-877,b,Kepler-877 b,Transit,18.45847097,
3490,Kepler-878,b,Kepler-878 b,Transit,25.9422033,
3491,Kepler-879,b,Kepler-879 b,Transit,33.3855938,
3492,Kepler-880,b,Kepler-880 b,Transit,7.71468975,
3493,Kepler-881,b,Kepler-881 b,Transit,4.44448017,
3494,Kepler-882,b,Kepler-882 b,Transit,3.98953967,
3495,Kepler-883,b,Kepler-883 b,Transit,12.98495573,
3496,Kepler-884,b,Kepler-884 b,Transit,5.69919514,
3497,Kepler-885,b,Kepler-885 b,Transit,18.11472949,
3498,Kepler-886,b,Kepler-886 b,Transit,6.24146367,
3499,Kepler-887,b,Kepler-887 b,Transit,20.42228798,
3500,Kepler-887,c,Kepler-887 c,Transit,7.63846023,
3501,Kepler-888,b,Kepler-888 b,Transit,70.6979061,
3502,Kepler-889,b,Kepler-889 b,Transit,3.744439,
3503,Kepler-890,b,Kepler-890 b,Transit,52.75875577,
3504,Kepler-891,b,Kepler-891 b,Transit,53.44945593,
3505,Kepler-892,b,Kepler-892 b,Transit,13.7521072,
3506,Kepler-893,b,Kepler-893 b,Transit,6.33855761,
3507,Kepler-894,b,Kepler-894 b,Transit,9.803224,
3508,Kepler-895,b,Kepler-895 b,Transit,2.80624233,
3509,Kepler-896,b,Kepler-896 b,Transit,144.547396,
3510,Kepler-897,b,Kepler-897 b,Transit,8.0472642,
3511,Kepler-898,b,Kepler-898 b,Transit,5.8706191,
3512,Kepler-899,b,Kepler-899 b,Transit,19.17891293,
3513,Kepler-9,b,Kepler-9 b,Transit,19.23891,0.13655
3514,Kepler-9,c,Kepler-9 c,Transit,38.9853,0.09408
3515,Kepler-9,d,Kepler-9 d,Transit,1.592851,
3516,KOI-351,i,Kepler-90 i,Transit,14.44912,
3517,Kepler-900,b,Kepler-900 b,Transit,6.9913086,
3518,Kepler-901,b,Kepler-901 b,Transit,3.51749439,
3519,Kepler-902,b,Kepler-902 b,Transit,40.1099547,
3520,Kepler-903,b,Kepler-903 b,Transit,10.3507721,
3521,Kepler-903,c,Kepler-903 c,Transit,62.9228557,
3522,Kepler-904,b,Kepler-904 b,Transit,3.02166863,
3523,Kepler-905,b,Kepler-905 b,Transit,5.08274652,
3524,Kepler-906,b,Kepler-906 b,Transit,41.6979976,
3525,Kepler-907,b,Kepler-907 b,Transit,15.86621821,
3526,Kepler-908,b,Kepler-908 b,Transit,1.34059747,
3527,Kepler-909,b,Kepler-909 b,Transit,13.93290318,
3528,Kepler-91,b,Kepler-91 b,Transit,6.24658,0.81
3529,Kepler-910,b,Kepler-910 b,Transit,2.36436901,
3530,Kepler-911,b,Kepler-911 b,Transit,20.310501,
3531,Kepler-912,b,Kepler-912 b,Transit,2.53475627,
3532,Kepler-913,b,Kepler-913 b,Transit,10.29672521,
3533,Kepler-914,b,Kepler-914 b,Transit,4.40966548,
3534,Kepler-915,b,Kepler-915 b,Transit,4.59489604,
3535,Kepler-916,b,Kepler-916 b,Transit,32.2968798,
3536,Kepler-917,b,Kepler-917 b,Transit,2.97041437,
3537,Kepler-918,b,Kepler-918 b,Transit,4.85386933,
3538,Kepler-919,b,Kepler-919 b,Transit,11.04603384,
3539,Kepler-92,b,Kepler-92 b,Transit,13.749,0.202
3540,Kepler-92,c,Kepler-92 c,Transit,26.723,0.019
3541,Kepler-92,d,Kepler-92 d,Transit,49.3568,
3542,Kepler-920,b,Kepler-920 b,Transit,6.53192704,
3543,Kepler-920,c,Kepler-920 c,Transit,100.8274113,
3544,Kepler-921,b,Kepler-921 b,Transit,51.300634,
3545,Kepler-922,b,Kepler-922 b,Transit,0.93846683,
3546,Kepler-923,b,Kepler-923 b,Transit,6.93366476,
3547,Kepler-924,b,Kepler-924 b,Transit,61.0370117,
3548,Kepler-925,b,Kepler-925 b,Transit,33.8678531,
3549,Kepler-926,b,Kepler-926 b,Transit,52.0688601,
3550,Kepler-927,b,Kepler-927 b,Transit,9.1149903,
3551,Kepler-928,b,Kepler-928 b,Transit,3.9324613,
3552,Kepler-929,b,Kepler-929 b,Transit,0.92103214,
3553,Kepler-93,b,Kepler-93 b,Transit,4.72674,0.01
3554,Kepler-93,c,Kepler-93 c,Radial Velocity,1460,3
3555,Kepler-930,b,Kepler-930 b,Transit,71.4517775,
3556,Kepler-931,b,Kepler-931 b,Transit,8.03755877,
3557,Kepler-932,b,Kepler-932 b,Transit,1.9214374,
3558,Kepler-933,b,Kepler-933 b,Transit,14.20443009,
3559,Kepler-934,b,Kepler-934 b,Transit,55.6738309,
3560,Kepler-935,b,Kepler-935 b,Transit,4.88083852,
3561,Kepler-936,b,Kepler-936 b,Transit,10.56134221,
3562,Kepler-937,b,Kepler-937 b,Transit,67.668827,
3563,Kepler-937,c,Kepler-937 c,Transit,153.343364,
3564,Kepler-938,b,Kepler-938 b,Transit,52.6298417,
3565,Kepler-939,b,Kepler-939 b,Transit,14.878296,
3566,Kepler-94,b,Kepler-94 b,Transit,2.50806,0.034
3567,Kepler-94,c,Kepler-94 c,Radial Velocity,820.3,9.836
3568,Kepler-940,b,Kepler-940 b,Transit,59.6225257,
3569,Kepler-941,b,Kepler-941 b,Transit,17.42395198,
3570,Kepler-942,b,Kepler-942 b,Transit,44.96417488,
3571,Kepler-943,b,Kepler-943 b,Transit,49.7701438,
3572,Kepler-944,b,Kepler-944 b,Transit,43.3167737,
3573,Kepler-945,b,Kepler-945 b,Transit,31.0033814,
3574,Kepler-946,b,Kepler-946 b,Transit,11.79162572,
3575,Kepler-947,b,Kepler-947 b,Transit,26.9644317,
3576,Kepler-948,b,Kepler-948 b,Transit,7.76846622,
3577,Kepler-949,b,Kepler-949 b,Transit,8.6893073,
3578,Kepler-95,b,Kepler-95 b,Transit,11.5231,0.041
3579,Kepler-950,b,Kepler-950 b,Transit,98.7180406,
3580,Kepler-951,b,Kepler-951 b,Transit,71.52530845,
3581,Kepler-952,b,Kepler-952 b,Transit,130.3546919,
3582,Kepler-953,b,Kepler-953 b,Transit,88.40655258,
3583,Kepler-953,c,Kepler-953 c,Transit,9.10967112,
3584,Kepler-954,b,Kepler-954 b,Transit,16.78176602,
3585,Kepler-955,b,Kepler-955 b,Transit,14.53244172,
3586,Kepler-956,b,Kepler-956 b,Transit,5.24867263,
3587,Kepler-957,b,Kepler-957 b,Transit,5.90741354,
3588,Kepler-958,b,Kepler-958 b,Transit,9.7678805,
3589,Kepler-959,b,Kepler-959 b,Transit,14.80074836,
3590,Kepler-96,b,Kepler-96 b,Transit,16.2385,0.027
3591,Kepler-960,b,Kepler-960 b,Transit,3.12686223,
3592,Kepler-961,b,Kepler-961 b,Transit,16.87727414,
3593,Kepler-962,b,Kepler-962 b,Transit,12.05707239,
3594,Kepler-963,b,Kepler-963 b,Transit,9.97683705,
3595,Kepler-964,b,Kepler-964 b,Transit,13.5225106,
3596,Kepler-965,b,Kepler-965 b,Transit,134.2527298,
3597,Kepler-966,b,Kepler-966 b,Transit,99.747622,
3598,Kepler-967,b,Kepler-967 b,Transit,13.22713379,
3599,Kepler-967,c,Kepler-967 c,Transit,198.7112502,
3600,Kepler-968,b,Kepler-968 b,Transit,3.69298373,
3601,Kepler-968,c,Kepler-968 c,Transit,5.70940492,
3602,Kepler-969,b,Kepler-969 b,Transit,34.1731714,
3603,Kepler-969,c,Kepler-969 c,Transit,1.6829346,
3604,Kepler-97,b,Kepler-97 b,Transit,2.58664,0.011
3605,Kepler-97,c,Kepler-97 c,Radial Velocity,789,1.08
3606,Kepler-970,b,Kepler-970 b,Transit,16.73652231,
3607,Kepler-971,b,Kepler-971 b,Transit,9.59070716,
3608,Kepler-972,b,Kepler-972 b,Transit,7.03932553,
3609,Kepler-973,b,Kepler-973 b,Transit,49.6077331,
3610,Kepler-974,b,Kepler-974 b,Transit,4.19449651,
3611,Kepler-975,b,Kepler-975 b,Transit,1.97034246,
3612,Kepler-976,b,Kepler-976 b,Transit,105.9564148,
3613,Kepler-977,b,Kepler-977 b,Transit,26.85328322,
3614,Kepler-978,b,Kepler-978 b,Transit,49.6221509,
3615,Kepler-979,b,Kepler-979 b,Transit,8.0880135,
3616,Kepler-98,b,Kepler-98 b,Transit,1.54168,0.011
3617,Kepler-980,b,Kepler-980 b,Transit,11.55102504,
3618,Kepler-981,b,Kepler-981 b,Transit,4.46975774,
3619,Kepler-982,b,Kepler-982 b,Transit,15.7738221,
3620,Kepler-983,b,Kepler-983 b,Transit,60.0855082,
3621,Kepler-984,b,Kepler-984 b,Transit,43.0342272,
3622,Kepler-985,b,Kepler-985 b,Transit,116.331901,
3623,Kepler-986,b,Kepler-986 b,Transit,56.4349938,
3624,Kepler-987,b,Kepler-987 b,Transit,105.3033148,
3625,Kepler-988,b,Kepler-988 b,Transit,17.76080053,
3626,Kepler-989,b,Kepler-989 b,Transit,7.96431535,
3627,Kepler-99,b,Kepler-99 b,Transit,4.60358,0.019
3628,Kepler-990,b,Kepler-990 b,Transit,9.91723428,
3629,Kepler-990,c,Kepler-990 c,Transit,0.53835431,
3630,Kepler-991,b,Kepler-991 b,Transit,82.5342519,
3631,Kepler-992,b,Kepler-992 b,Transit,20.16034462,
3632,Kepler-993,b,Kepler-993 b,Transit,22.08557563,
3633,Kepler-994,b,Kepler-994 b,Transit,1.15116651,
3634,Kepler-995,b,Kepler-995 b,Transit,28.26731672,
3635,Kepler-996,b,Kepler-996 b,Transit,3.77059058,
3636,Kepler-997,b,Kepler-997 b,Transit,2.70730672,
3637,Kepler-998,b,Kepler-998 b,Transit,5.65377733,
3638,Kepler-999,b,Kepler-999 b,Transit,5.99185702,
3639,L 98-59,b,L 98-59 b,Transit,2.25314,0.00157
3640,L 98-59,c,L 98-59 c,Transit,3.690621,0.00755
3641,L 98-59,d,L 98-59 d,Transit,7.45086,0.0107
3642,LHS 1140,b,LHS 1140 b,Transit,24.736959,0.02196
3643,LHS 1140,c,LHS 1140 c,Transit,3.777931,0.00569
3644,LHS 3844,b,LHS 3844 b,Transit,0.46292913,
3645,LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,14.4399,0.04185
3646,LkCa 15,b,LkCa 15 b,Imaging,,
3647,LkCa 15,c,LkCa 15 c,Imaging,,
3648,Lupus-TR-3,b,Lupus-TR-3 b,Transit,3.91405,0.81
3649,MASCARA-1,b,MASCARA-1 b,Transit,2.14878,3.7
3650,MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,,0.01
3651,MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,,0.83
3652,MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,,0.07362
3653,MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,,4.1
3654,MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,2774,0.033
3655,MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,,0.16
3656,MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,1982,2.56
3657,MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,,11
3658,MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,,0.54
3659,MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,,0.02895
3660,MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,,0.27
3661,MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,,1.5
3662,MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,,0.09439
3663,MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,,0.05663
3664,MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,,0.05663
3665,MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,,4.8
3666,MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,,11.6
3667,MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,,8.4
3668,MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,,0.02108
3669,MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,,0.01007
3670,MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,,0.10603
3671,MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,,2.8
3672,MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,,0.62
3673,MOA-bin-1L,b,MOA-bin-1L b,Microlensing,,3.7
3674,MXB 1658-298,b,MXB 1658-298 b,Eclipse Timing Variations,760,23.7
3675,NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,121.71,6.69
3676,NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,511.21,2.18
3677,NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,6.959,0.32
3678,NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,5.118,0.4
3679,NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,4.087,0.46
3680,NGTS-1,b,NGTS-1 b,Transit,2.647298,0.812
3681,NGTS-2,b,NGTS-2 b,Transit,4.511164,0.74
3682,NGTS-3 A,b,NGTS-3 A b,Transit,1.6753728,2.38
3683,NGTS-4,b,NGTS-4 b,Transit,1.3373508,0.06481
3684,NGTS-5,b,NGTS-5 b,Transit,3.3569866,0.229
3685,NN Ser,c,NN Ser c,Eclipse Timing Variations,5573.55,7.33
3686,NN Ser,d,NN Ser d,Eclipse Timing Variations,2883.5,2.3
3687,NSVS 14256825,b,NSVS 14256825 b,Eclipse Timing Variations,3225,14.15
3688,NY Vir,b,NY Vir b,Eclipse Timing Variations,2985.7,2.78
3689,OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,,2.6
3690,OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,,3.8
3691,OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,,0.04436
3692,OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,3285,0.017
3693,OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,1788.5,0.73
3694,OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,4927.5,0.27
3695,OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,2557,0.25171
3696,OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,,0.06
3697,OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,,0.18
3698,OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,,4.6
3699,OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,,0.19
3700,OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,,0.53
3701,OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,,0.88
3702,OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,,0.145
3703,OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,,0.86
3704,OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,,1.85
3705,OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,,2.73
3706,OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,,0.39
3707,OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,,0.47
3708,OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,,0.11012
3709,OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,,12.569
3710,OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,,0.29
3711,OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,,0.0073
3712,OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,,0.64
3713,OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,,2.7
3714,OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,,0.51
3715,OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,,3.09
3716,OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,,0.17399
3717,OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,,0.26335
3718,OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,,0.56
3719,OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,,0.72
3720,OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,,3.4
3721,OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,,0.06607
3722,OGLE-2015-BLG-1670L,b,OGLE-2015-BLG-1670L b,Microlensing,,0.05632
3723,OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,,4.1
3724,OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,,4.18
3725,OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,1224,13.38
3726,OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,,0.0045
3727,OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,,0.01029
3728,OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,,0.401
3729,OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,,0.02832
3730,OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,,1.59
3731,OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,,0.014
3732,OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,,0.75
3733,OGLE-2018-BLG-0596L,b,OGLE-2018-BLG-0596L b,Microlensing,,0.04383
3734,OGLE-TR-056,b,OGLE-TR-056 b,Transit,1.2119189,1.39
3735,OGLE-TR-10,b,OGLE-TR-10 b,Transit,3.101278,0.62
3736,OGLE-TR-111,b,OGLE-TR-111 b,Transit,4.0144463,
3737,OGLE-TR-113,b,OGLE-TR-113 b,Transit,1.4324752,1.26
3738,OGLE-TR-132,b,OGLE-TR-132 b,Transit,1.689868,1.18
3739,OGLE-TR-182,b,OGLE-TR-182 b,Transit,3.9791,1.01
3740,OGLE-TR-211,b,OGLE-TR-211 b,Transit,3.67724,1.03
3741,OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,2.4855335,4.5
3742,Oph 11,b,Oph 11 b,Imaging,7300000,14
3743,PDS 70,b,PDS 70 b,Imaging,43500,8
3744,PDS 70,c,PDS 70 c,Imaging,,10.48949
3745,PH1,b,PH1 b,Transit,138.317,0.531
3746,PH2,b,PH2 b,Transit,282.5255,
3747,POTS-1,b,POTS-1 b,Transit,3.1606296,2.31
3748,PSR B1257+12,b,PSR B1257+12 b,Pulsar Timing,25.262,0.00006
3749,PSR B1257+12,c,PSR B1257+12 c,Pulsar Timing,66.5419,0.01353
3750,PSR B1257+12,d,PSR B1257+12 d,Pulsar Timing,98.2114,0.01227
3751,PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,,2.5
3752,PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,0.09070629,1.2
3753,PSR J2322-2650,b,PSR J2322-2650 b,Pulsar Timing,0.322964,0.7949
3754,Pr0201,b,Pr0201 b,Radial Velocity,4.4264,0.54
3755,Pr0211,b,Pr0211 b,Radial Velocity,2.1461,1.88
3756,Pr0211,c,Pr0211 c,Radial Velocity,4850,7.79
3757,Proxima Cen,b,Proxima Cen b,Radial Velocity,11.186,0.004
3758,Qatar-1,b,Qatar-1 b,Transit,1.4200242,1.294
3759,Qatar-10,b,Qatar-10 b,Transit,1.645321,0.736
3760,Qatar-2,b,Qatar-2 b,Transit,1.33711647,2.494
3761,Qatar-3,b,Qatar-3 b,Transit,2.5079204,4.31
3762,Qatar-4,b,Qatar-4 b,Transit,1.8053564,6.1
3763,Qatar-5,b,Qatar-5 b,Transit,2.8792319,4.32
3764,Qatar-7,b,Qatar-7 b,Transit,2.032046,1.88
3765,Qatar-8,b,Qatar-8 b,Transit,3.71495,0.371
3766,Qatar-9,b,Qatar-9 b,Transit,1.540731,1.19
3767,ROXs 12,b,ROXs 12 b,Imaging,,16
3768,ROXs 42 B,b,ROXs 42 B b,Imaging,,9
3769,RR Cae,b,RR Cae b,Eclipse Timing Variations,4343.5,4.2
3770,Ross 128,b,Ross 128 b,Radial Velocity,9.8658,0.0044
3771,Ross 458,c,Ross 458 c,Imaging,,6.28536
3772,SR 12 AB,c,SR 12 AB c,Imaging,,13
3773,SWEEPS-11,b,SWEEPS-11 b,Transit,1.796,9.7
3774,SWEEPS-4,b,SWEEPS-4 b,Transit,4.2,3.8
3775,TAP 26,b,TAP 26 b,Radial Velocity,10.79,1.66
3776,TCP J05074264+2447555,b,TCP J05074264+2447555 b,Microlensing,,0.02895
3777,TOI 150,b,TOI 150.01,Transit,5.857342,1.75
3778,TOI 172,b,TOI 172 b,Transit,9.47725,5.42
3779,TOI 216,c,TOI 216.01,Transit,34.556,0.62927
3780,TOI 216,b,TOI 216.02,Transit,17.089,0.09439
3781,TRAPPIST-1,b,TRAPPIST-1 b,Transit,1.51087081,0.00267
3782,TRAPPIST-1,c,TRAPPIST-1 c,Transit,2.4218233,0.00434
3783,TRAPPIST-1,d,TRAPPIST-1 d,Transit,4.04961,0.00129
3784,TRAPPIST-1,e,TRAPPIST-1 e,Transit,6.099615,0.00195
3785,TRAPPIST-1,f,TRAPPIST-1 f,Transit,9.20669,0.00214
3786,TRAPPIST-1,g,TRAPPIST-1 g,Transit,12.35294,0.00422
3787,TRAPPIST-1,h,TRAPPIST-1 h,Transit,18.767,
3788,TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,198.4,2.5
3789,TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,559.3,10
3790,TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,562,3.42
3791,TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,26.468,5.4
3792,TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,101.54,10.78
3793,Teegarden's Star,b,Teegarden's Star b,Radial Velocity,4.91,0.0033
3794,Teegarden's Star,c,Teegarden's Star c,Radial Velocity,11.409,0.00349
3795,TrES-1,b,TrES-1 b,Transit,3.03007,0.84
3796,TrES-2,b,TrES-2 b,Transit,2.47063,1.49
3797,TrES-3,b,TrES-3 b,Transit,1.30618581,1.91
3798,TrES-4,b,TrES-4 b,Transit,3.55395,0.78
3799,TrES-5,b,TrES-5 b,Transit,1.48224686,1.79
3800,UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,,1.28
3801,USco CTIO 108,b,USco CTIO 108 b,Imaging,,14
3802,UZ For,b,UZ For b,Eclipse Timing Variations,5840,6.3
3803,UZ For,c,UZ For c,Eclipse Timing Variations,1916.25,7.7
3804,V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,1170,3.2
3805,V1298 Tau,b,V1298 Tau b,Transit,24.13861,
3806,V830 Tau,b,V830 Tau b,Radial Velocity,4.927,0.7
3807,VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,Imaging,,11.2
3808,WASP-1,b,WASP-1 b,Transit,2.5199454,0.854
3809,WASP-10,b,WASP-10 b,Transit,3.0927616,3.15
3810,WASP-100,b,WASP-100 b,Transit,2.84938,1.26
3811,WASP-101,b,WASP-101 b,Transit,3.58572,0.51
3812,WASP-103,b,WASP-103 b,Transit,0.925542,1.49
3813,WASP-104,b,WASP-104 b,Transit,1.7554137,1.272
3814,WASP-105,b,WASP-105 b,Transit,7.87288,1.8
3815,WASP-106,b,WASP-106 b,Transit,9.28971,1.62
3816,WASP-107,b,WASP-107 b,Transit,5.72149,0.12
3817,WASP-11,b,WASP-11 b,Transit,3.72247,0.79
3818,WASP-113,b,WASP-113 b,Transit,4.54216875,0.475
3819,WASP-114,b,WASP-114 b,Transit,1.5487743,1.769
3820,WASP-117,b,WASP-117 b,Transit,10.02165,0.3
3821,WASP-118,b,WASP-118 b,Transit,4.0460435,0.514
3822,WASP-119,b,WASP-119 b,Transit,2.49979,1.23
3823,WASP-12,b,WASP-12 b,Transit,1.09142,1.465
3824,WASP-120,b,WASP-120 b,Transit,3.6112706,4.85
3825,WASP-121,b,WASP-121 b,Transit,1.2749255,1.183
3826,WASP-123,b,WASP-123 b,Transit,2.9776412,0.899
3827,WASP-124,b,WASP-124 b,Transit,3.37265,0.6
3828,WASP-126,b,WASP-126 b,Transit,3.2888,0.28
3829,WASP-127,b,WASP-127 b,Transit,4.178062,0.18
3830,WASP-129,b,WASP-129 b,Transit,5.748145,1
