"filenum","coreid","institutionCode","collectionCode","ownerInstitutionCode","collectionID","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","lifeStage","sex","individualCount","preparations","country","stateProvince","county","municipality","locality","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","rights","rightsHolder","accessRights","recordId","references"
14,6763299,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","56cd503f-f6c1-4a3d-9429-a238ee7bd159","GMUF-0000592","","Plantae","Magnoliophyta","","Fagales","Betulaceae","Alnus serrulata",71602,"(Aiton) Willd.","Alnus","serrulata","","","","",NA,"","",NA,NA,"Gary P. Fleming, Allen Belden","11740","1996-06-12",1996,6,12,164,NA,"12 June 1996","","On hummocks under bald cypress and tupelo along north shore of the Northwest River; Frequent",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Chesapeake City","","Along north shore of the Northwest River, ca. 1.0 mile NW of Northwest.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:56cd503f-f6c1-4a3d-9429-a238ee7bd159","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763299"
14,6763300,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","a41e5e63-0374-4fa4-aa02-b817703d1407","GMUF-0000591","","Plantae","Magnoliophyta","","Fagales","Betulaceae","Alnus serrulata",71602,"(Aiton) Willd.","Alnus","serrulata","","","","",NA,"","",NA,NA,"Cliff Hupp","98","1972-08-20",1972,8,20,233,NA,"20 August 1972","","Streamside",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Frederick","","Pembrook Springs",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:a41e5e63-0374-4fa4-aa02-b817703d1407","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763300"
14,6763352,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","1c5f7085-fe91-484d-a096-06afce2beb57","GMUF-0000677","","Plantae","Magnoliophyta","","Fagales","Betulaceae","Betula pendula",74637,"Roth","Betula","pendula","","","","",NA,"","",NA,NA,"Ted Bradley","11691C","1977-03-18",1977,3,18,77,NA,"18 March 1977","","Roadside.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Fairfax","","S. side of Va. 123 between Potomac School Rd. and Ballantrae Lane. Most western, road entrance.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-11-14 14:36:22","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:1c5f7085-fe91-484d-a096-06afce2beb57","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763352"
14,6763375,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","02ebf5fd-03aa-4e29-9ec5-e322f5d54ab9","GMUF-0000654","","Plantae","Magnoliophyta","","Fagales","Betulaceae","Betula nigra",74633,"L.","Betula","nigra","","","","",NA,"","",NA,NA,"Ted Bradley, Andrykovitch","18227","1982-07-05",1982,7,5,186,NA,"5 July 1982","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Madison","","Near jct. of U.S. 29 and Rte. 636 at the Robinson River.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-11-14 14:36:22","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:02ebf5fd-03aa-4e29-9ec5-e322f5d54ab9","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763375"
14,6763419,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","ac299619-35ac-4d7a-a0ff-fd5af0eeaf3d","GMUF-0001343","17050","Plantae","Magnoliophyta","","Rosales","Moraceae","Broussonetia papyrifera",34605,"(L.) L'Hér. ex Vent.","Broussonetia","papyrifera","","","","",NA,"","",NA,NA,"Ted Bradley","19838","1983-08-11",1983,8,11,223,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Accomack","","In Onancock",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-06-02 18:00:36","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:ac299619-35ac-4d7a-a0ff-fd5af0eeaf3d","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763419"
14,6763478,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","c9d34663-d1e9-4480-9e58-c7442246ab21","GMUF-0027246","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya alba",57046,"Nutt.","Carya","alba","","","","",NA,"","",NA,NA,"Ted Bradley, Ian Ward","23782","1990-07-07",1990,7,7,188,NA,"7 July 1990","","roadside. Fruit separate.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Westmoreland","","2 mi. ne. of rte. 626 on rte. 612, se. of Hague.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:c9d34663-d1e9-4480-9e58-c7442246ab21","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763478"
14,6763507,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","309dff6e-0559-4557-9c7f-6a0e5770a252","GMUF-0000581","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya pallida",76902,"(Ashe) Engl. & Graebn.","Carya","pallida","","","","",NA,"","",NA,NA,"Sharon Reilly","","1986-10-15",1986,10,15,288,NA,"15 October 1986","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Charlotte","","Near Little Roanoke Creek, off rte. 637, about 2 mi. sw. of Drakes Branch",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:309dff6e-0559-4557-9c7f-6a0e5770a252","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763507"
14,6763527,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","51ca7837-ff32-4e00-ac65-2411dfb006e6","GMUF-0000561","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovata",47155,"(Mill.) K. Koch","Carya","ovata","","","","",NA,"","",NA,NA,"Ted Bradley with Horn","14736","1978-08-17",1978,8,17,229,NA,"17 August 1978","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Frederick","","Roadside, rte. 734 n. of rte. 694 along North Fork Sleepy Creek.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:51ca7837-ff32-4e00-ac65-2411dfb006e6","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763527"
14,6763536,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","df1afa51-927e-4232-81c6-fc7fd85f6d7c","GMUF-0000552","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovata",47155,"(Mill.) K. Koch","Carya","ovata","","","","",NA,"","",NA,NA,"Ted Bradley with Horn.","14736","1978-08-17",1978,8,17,229,NA,"17 August 1978","","Roadside. Fruit separate",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Frederick","","rte. 734 n. of rte. 694 along North Fork sleepy Creek.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:df1afa51-927e-4232-81c6-fc7fd85f6d7c","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763536"
14,6763539,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","9eba2a20-7a15-449c-8070-a594c61aa7ae","GMUF-0000549","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovata",47155,"(Mill.) K. Koch","Carya","ovata","","","","",NA,"","",NA,NA,"Gary P. Fleming","13356","1997-06-20",1997,6,20,171,NA,"20 June 1997","","Oak-hickory forest on diabasic upland; elev. 270 ft. Common. Note: a very pubescent form, bark characteristically """"shaggy"""" in large plates.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Cumberland","","Cumberland State Forest. just west of Willis River Forest Road, just north of the Willis River, and 3.0 miles SW of Trents Mill.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:9eba2a20-7a15-449c-8070-a594c61aa7ae","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763539"
14,6763540,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","e7b67253-46b7-4f12-a070-5e1f46eb9372","GMUF-0000548","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovata",47155,"(Mill.) K. Koch","Carya","ovata","","","","",NA,"","",NA,NA,"Ted Bradley with Schuyler Vinzant, Sonny Chau and Daron Dale","28670","1997-08-13",1997,8,13,225,NA,"13 August 1997","","Roadside",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Smyth","","Along VA 16, from rte. 622 jct., ne. to Appalachian Trail, se. of Marion",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:e7b67253-46b7-4f12-a070-5e1f46eb9372","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763540"
14,6763544,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","17ce6c8e-2a32-448f-b8d5-5398375b1d1a","GMUF-0000544","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovalis",63318,"(Wangenh.) Sarg.","Carya","ovalis","","","","",NA,"","",NA,NA,"Taylor","24","1968-09-30",1968,9,30,274,NA,"30 September 1968","","Woods, vacant wooded lot",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Falls Church City","","Falls Church",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:17ce6c8e-2a32-448f-b8d5-5398375b1d1a","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763544"
14,6763546,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","b95de924-4c62-4373-b7a9-1ec5baea784f","GMUF-0000542","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya ovalis",63318,"(Wangenh.) Sarg.","Carya","ovalis","","","","",NA,"","",NA,NA,"Ted Bradley, Jodi Chick","21605","1986-10-14",1986,10,14,287,NA,"14 October 1986","","campus, edge of old soccer field",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Fairfax","","Edge of old soccer field, George Mason Univ.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:b95de924-4c62-4373-b7a9-1ec5baea784f","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763546"
14,6763569,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","04e53afb-8c2d-4efd-bce8-a87049cad6a7","GMUF-0000518","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya glabra",47153,"(Mill.) Sweet","Carya","glabra","","","","",NA,"","",NA,NA,"Ted Bradley, Gary Chau","19754","1983-08-10",1983,8,10,222,NA,"10 August 1983","","along railroad. fruit separate",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Northampton","","Along railroad and T-1108 in s. Cape Charles",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:04e53afb-8c2d-4efd-bce8-a87049cad6a7","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763569"
14,6763572,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","e2a614e0-d0cd-456f-ba2c-f63765dd75ae","GMUF-0000515","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya glabra",47153,"(Mill.) Sweet","Carya","glabra","","","","",NA,"","",NA,NA,"Elvira Settler, ted Bradley","209","1969-07-01",1969,7,1,182,NA,"1 July 1969","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Fairfax","","Riverview Park.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:e2a614e0-d0cd-456f-ba2c-f63765dd75ae","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763572"
14,6763580,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","7aeaebfc-3288-4435-b719-81d8b8c32b5b","GMUF-0000507","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya glabra",47153,"(Mill.) Sweet","Carya","glabra","","","","",NA,"","",NA,NA,"Gary P. Fleming","7889","1993-05-07",1993,5,7,127,NA,"7 May 1993","","Rich wooded slopes of a steep ravine tributary of Mill Creek. Frequent.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Caroline","","Fort A.P. Hill Military Reservation, 1.0 mile ESE of Rollins Fork and 1.8 miles SSW of Port Royal.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:7aeaebfc-3288-4435-b719-81d8b8c32b5b","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763580"
14,6763595,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","68a083b9-a1f1-49fe-9841-3534c99599c9","GMUF-0000492","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya glabra",47153,"(Mill.) Sweet","Carya","glabra","","","","",NA,"","",NA,NA,"Ted Bradley, Kelso","20538","1984-06-23",1984,6,23,175,NA,"23 June 1984","","roadside",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Northumberland","","ca. 0.2 mi. w. of rte. 617 on rte. 618, sw. of Hyacinth",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:68a083b9-a1f1-49fe-9841-3534c99599c9","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763595"
14,6763624,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","84353480-c324-4ced-8ef8-b560e356fa4c","GMUF-0000463","","Plantae","Magnoliophyta","","Fagales","Juglandaceae","Carya cordiformis",76890,"(Wangenh.) K. Koch","Carya","cordiformis","","","","",NA,"","",NA,NA,"Ted Bradley with Vasquez","8030","1975-06-24",1975,6,24,175,NA,"24 June 1975","","Roadside and river bank of the Rappahannock River.",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Culpeper","","Roadside and river bank of the Rappannock River.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:84353480-c324-4ced-8ef8-b560e356fa4c","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763624"
14,6763657,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","cfbd22a9-865d-4ca3-936f-0af59ebf0fa9","GMUF-0000828","","Plantae","Magnoliophyta","","Fagales","Fagaceae","Castanea sativa",77014,"Mill.","Castanea","sativa","","","","",NA,"","",NA,NA,"Susan Grimshaw","","1970-09-24",1970,9,24,267,NA,"24 September 1970","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Fairfax","","On Ox Road, 3 blocks west of George Mason University.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-11-14 14:36:22","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:cfbd22a9-865d-4ca3-936f-0af59ebf0fa9","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763657"
14,6763669,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","22c746c4-5e39-4081-a976-cff26541f024","GMUF-0000816","","Plantae","Magnoliophyta","","Fagales","Fagaceae","Castanea pumila",77013,"(L.) Mill.","Castanea","pumila","","","","",NA,"","",NA,NA,"Ted Bradley, with John & Jodi Slapcinsky","26348","1994-08-27",1994,8,27,239,NA,"27 August 1994","","under powerline. fruit separate!",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Richmond","","At rte. 620 between US 360 and Va. 3, se. of Warsaw.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-11-14 14:36:22","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:22c746c4-5e39-4081-a976-cff26541f024","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763669"
14,6763707,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","75b08f6e-6fda-4e66-ab1c-302de9562b9a","GMUF-0001246","","Plantae","Magnoliophyta","","Rosales","Cannabaceae","Celtis tenuifolia",77351,"Nutt.","Celtis","tenuifolia","","","","",NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","","","",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-06 01:49:13","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:75b08f6e-6fda-4e66-ab1c-302de9562b9a","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763707"
14,6763709,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","1191bf9c-e27d-4d01-bda7-74f1be9a142f","GMUF-0001244","","Plantae","Magnoliophyta","","Rosales","Cannabaceae","Celtis tenuifolia",77351,"Nutt.","Celtis","tenuifolia","","","","",NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","","","",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-06 01:49:13","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:1191bf9c-e27d-4d01-bda7-74f1be9a142f","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763709"
14,6763750,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","d8979557-fe9d-4815-b066-463d91fd1c09","GMUF-0001149","","Plantae","Magnoliophyta","","Rosales","Cannabaceae","Celtis occidentalis",18037,"L.","Celtis","occidentalis","","","","",NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","","","",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-06 01:49:13","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:d8979557-fe9d-4815-b066-463d91fd1c09","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763750"
14,6763801,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","5947840a-04bc-42ed-a987-140cec5902c5","GMUF-0000857","","Plantae","Magnoliophyta","","Fagales","Fagaceae","Fagus grandifolia",50858,"Ehrh.","Fagus","grandifolia","","","","",NA,"","",NA,NA,"Nancy E. Van Alstine","2826","2000-06-14",2000,6,14,166,NA,"14 June 2000","","Basic mesic forest on N-facing lower slope along small ephemeral stream. Elev. 116 m (380 ft.).",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Mecklenburg","","Bluestone Wildlife Management Area. Ca. 1.3 km SE of the eastern intersection of US 15 and Rt. 858, 2.3 km W of the US 15 bridge over Bluestone Creek.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:5947840a-04bc-42ed-a987-140cec5902c5","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763801"
14,6763805,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","d6452ea6-0dd5-4502-ab90-d75102fcede6","GMUF-0000853","","Plantae","Magnoliophyta","","Fagales","Fagaceae","Fagus grandifolia",50858,"Ehrh.","Fagus","grandifolia","","","","",NA,"","",NA,NA,"Ted Bradley","10578","1976-06-06",1976,6,6,158,NA,"6 June 1976","","Roadside",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","King George","","Roadside at Guicatic Run on rte 625 east of US 301.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","2017-09-28 14:51:10","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:d6452ea6-0dd5-4502-ab90-d75102fcede6","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763805"
14,6763823,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","0f4d1cf0-5467-4d50-8ea5-cbc7b6c35b45","GMUF-0001077","17105","Plantae","Magnoliophyta","","Rosales","Moraceae","Ficus carica",3170,"L.","Ficus","carica","","","","",NA,"","",NA,NA,"Ted Bradley; Kelso","21543","1986-06-28",1986,6,28,179,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Accomack","","Tangier Island, vacant lot off T1306 in Tangier.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-07 08:33:07","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:0f4d1cf0-5467-4d50-8ea5-cbc7b6c35b45","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763823"
14,6763824,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","8f830a00-f636-4e4c-9c46-ce437197f271","GMUF-0001076","17107","Plantae","Magnoliophyta","","Rosales","Moraceae","Ficus carica",3170,"L.","Ficus","carica","","","","",NA,"","",NA,NA,"Ted Bradley; Gary Lam","19800","1983-08-11",1983,8,11,223,NA,"","","single waif",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Northampton","","Along railroad at jct of rte 603 in Exmore.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-07 08:33:07","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:8f830a00-f636-4e4c-9c46-ce437197f271","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763824"
14,6763830,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","5240b4c6-8ecd-4bb6-a71c-cf41fe3b40cb","GMUF-0001507","","Plantae","Magnoliophyta","","Rosales","Cannabaceae","Humulus lupulus",3180,"L.","Humulus","lupulus","","","","",NA,"","",NA,NA,"","","",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","","","",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-06 01:49:13","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:5240b4c6-8ecd-4bb6-a71c-cf41fe3b40cb","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763830"
14,6763836,"GMUF","Plants",NA,"2e430955-77d0-4aa4-a16f-e2d3c5ff4493","PreservedSpecimen","2e9e362e-0c31-4d0a-be51-9621d3e562f8","GMUF-0001471","17202","Plantae","Magnoliophyta","","Rosales","Cannabaceae","Humulus japonicus",87130,"Siebold & Zucc.","Humulus","japonicus","","","","",NA,"","",NA,NA,"Ted Bradley; Kelley","6859","1974-09-11",1974,9,11,254,NA,"","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"United States","Virginia","Arlington","","Mouth of Pimmit Run at Potomac River, disturbed sandy delta.",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","preprocessed","2018-02-07 08:33:07","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:2e9e362e-0c31-4d0a-be51-9621d3e562f8","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6763836"
