"id","coreid","identifier","accessURI","thumbnailAccessURI","goodQualityAccessURI","rights","Owner","UsageTerms","WebStatement","caption","comments","providerManagedID","MetadataDate","format","associatedSpecimenReference","type","subtype","metadataLanguage"
15,7963057,"https://bisque.cyverse.org/image_service/image/00-3pVCdYXNoqcJvmRJqT9XUk/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-3pVCdYXNoqcJvmRJqT9XUk/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-3pVCdYXNoqcJvmRJqT9XUk/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-3pVCdYXNoqcJvmRJqT9XUk/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:60b1fc29-8a02-4597-87bc-3766722ddf4b","2019-01-09 11:29:38","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7963057","StillImage","Photograph","en"
15,6825648,"https://bisque.cyverse.org/image_service/image/00-WgGyKKTtJhVHvmmbaeP2xg/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-WgGyKKTtJhVHvmmbaeP2xg/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-WgGyKKTtJhVHvmmbaeP2xg/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-WgGyKKTtJhVHvmmbaeP2xg/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:c688b8b0-6587-416b-a2b9-f96e87d953e0","2019-01-09 11:27:45","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6825648","StillImage","Photograph","en"
15,6829326,"https://bisque.cyverse.org/image_service/image/00-fzeYkBcQeGadp5oYkUtSPG/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-fzeYkBcQeGadp5oYkUtSPG/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-fzeYkBcQeGadp5oYkUtSPG/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-fzeYkBcQeGadp5oYkUtSPG/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:7a0c241a-2743-4de7-8537-edfd798122d0","2019-01-09 11:27:44","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6829326","StillImage","Photograph","en"
15,7411191,"https://bisque.cyverse.org/image_service/image/00-iVwomGwRbH2Egck9CwYLYQ/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-iVwomGwRbH2Egck9CwYLYQ/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-iVwomGwRbH2Egck9CwYLYQ/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-iVwomGwRbH2Egck9CwYLYQ/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:0df6ce6b-1b83-4904-a228-3c0fca647aad","2019-01-09 11:28:36","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7411191","StillImage","Photograph","en"
15,7418983,"https://bisque.cyverse.org/image_service/image/00-e2uY5dHdzZQuSUFRNzNfGN/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-e2uY5dHdzZQuSUFRNzNfGN/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-e2uY5dHdzZQuSUFRNzNfGN/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-e2uY5dHdzZQuSUFRNzNfGN/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:6ccb3d41-9319-426b-a0fe-6109a183e148","2019-01-09 11:28:41","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7418983","StillImage","Photograph","en"
15,7419294,"https://bisque.cyverse.org/image_service/image/00-gcPjsdo844J6TBLrrHbvG4/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-gcPjsdo844J6TBLrrHbvG4/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-gcPjsdo844J6TBLrrHbvG4/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-gcPjsdo844J6TBLrrHbvG4/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:93c3e5dc-7a7c-4cce-961d-0bbcccd79887","2019-01-09 11:29:05","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7419294","StillImage","Photograph","en"
15,7406940,"https://bisque.cyverse.org/image_service/image/00-4Es4ZhnESSrLvUgFHRCbof/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-4Es4ZhnESSrLvUgFHRCbof/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-4Es4ZhnESSrLvUgFHRCbof/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-4Es4ZhnESSrLvUgFHRCbof/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:591f9674-0481-4389-bd43-3f7b0883702f","2019-01-09 11:28:33","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7406940","StillImage","Photograph","en"
15,7973143,"https://bisque.cyverse.org/image_service/image/00-7UPHVYASfNu4KHAgW5nfCX/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-7UPHVYASfNu4KHAgW5nfCX/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-7UPHVYASfNu4KHAgW5nfCX/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-7UPHVYASfNu4KHAgW5nfCX/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:b3353d36-ee02-45e6-9b2e-21735b843dde","2019-01-09 11:29:56","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=7973143","StillImage","Photograph","en"
15,6790130,"https://bisque.cyverse.org/image_service/image/00-KRK8fgCQXEPBndJXaaPB3R/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-KRK8fgCQXEPBndJXaaPB3R/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-KRK8fgCQXEPBndJXaaPB3R/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-KRK8fgCQXEPBndJXaaPB3R/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:72d153c3-8944-42b4-a38b-4fd6a88b9a20","2019-01-09 11:27:23","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=6790130","StillImage","Photograph","en"
15,19495533,"https://bisque.cyverse.org/image_service/image/00-FSxUFE7jyzi4tVWaz8VJfX/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-FSxUFE7jyzi4tVWaz8VJfX/resize:4000/format:jpeg","https://bisque.cyverse.org/image_service/image/00-FSxUFE7jyzi4tVWaz8VJfX/thumbnail:200,200","https://bisque.cyverse.org/image_service/image/00-FSxUFE7jyzi4tVWaz8VJfX/resize:1250/format:jpeg",NA,"George Mason University, Ted R. Bradley Herbarium (GMUF-Plants)","CC BY-NC (Attribution-Non-Commercial)","http://creativecommons.org/licenses/by-nc/3.0/",NA,NA,"urn:uuid:c88bb76f-e6ce-4d38-ac47-d881ae8efc3a","2018-11-25 16:05:33","image/jpeg","http://www.sernecportal.org/portal/collections/individual/index.php?occid=19495533","StillImage","Photograph","en"
